
0.265756, -4.012682, 8.164227, 0
0.229843, -3.955221, 8.140285, 0
0.270545, -3.907337, 8.116343, 0
0.299275, -3.986346, 8.161834, 0
0.368707, -3.885789, 8.188169, 0
0.237026, -3.909731, 8.224083, 0
0.299275, -3.926491, 8.267179, 0
0.323217, -3.914520, 8.106767, 0
0.277727, -4.000711, 8.279149, 0
0.284910, -3.878607, 8.219295, 0
0.263362, -3.912126, 8.152257, 0
0.299275, -3.955221, 8.123527, 0
0.366313, -3.969586, 8.279149, 0
0.316035, -3.926491, 8.226477, 0
0.263362, -3.919308, 8.200141, 0
0.272939, -3.979163, 8.094796, 0
0.304064, -3.948039, 8.226477, 0
0.320823, -3.909731, 8.238448, 0
0.258574, -3.914520, 8.259995, 0
0.275333, -3.924097, 8.195353, 0
0.251391, -3.943250, 8.202535, 0
0.258574, -3.938462, 8.216900, 0
0.244209, -3.895366, 8.259995, 0
0.268151, -3.873818, 8.109161, 0
0.272939, -3.912126, 8.226477, 0
0.282516, -3.907337, 8.243237, 0
0.225055, -4.010288, 8.097190, 0
0.318429, -3.871424, 8.248025, 0
0.292093, -3.960010, 8.135497, 0
0.301669, -3.945644, 8.123527, 0
0.263362, -3.921702, 8.147469, 0
0.359130, -3.921702, 8.101978, 0
0.251391, -3.943250, 8.137892, 0
0.251391, -3.933673, 8.190564, 0
0.325611, -3.878607, 8.173804, 0
0.232238, -3.950433, 8.233660, 0
0.272939, -3.866636, 8.192958, 0
0.251391, -3.914520, 8.171411, 0
0.296881, -3.904943, 8.066066, 0
0.289698, -3.940856, 8.118738, 0
0.611719, -0.154426, -0.154426, 0
0.275333, -3.904943, 8.190564, 0
0.299275, -3.948039, 8.137892, 0
0.311246, -4.022259, 8.190564, 0
0.296881, -3.919308, 8.080431, 0
0.268151, -3.938462, 8.300697, 0
0.284910, -3.849876, 8.078036, 0
0.275333, -4.060566, 8.259995, 0
0.256180, -4.024653, 8.125920, 0
0.213084, -3.857059, 8.145074, 0
0.277727, -3.962404, 8.312668, 0
0.277727, -3.900155, 8.224083, 0
0.318429, -3.971981, 8.135497, 0
0.304064, -3.948039, 8.159439, 0
0.277727, -3.907337, 8.238448, 0
0.260968, -3.926491, 8.212111, 0
0.237026, -3.916914, 8.085219, 0
0.308852, -3.979163, 8.202535, 0
0.292093, -3.938462, 8.130709, 0
0.325611, -3.960010, 8.212111, 0
0.323217, -3.960010, 8.178593, 0
0.275333, -3.871424, 8.142680, 0
0.311246, -3.957615, 8.111555, 0
0.284910, -3.979163, 8.154651, 0
0.320823, -3.991134, 8.214506, 0
0.323217, -3.928885, 8.070854, 0
0.280122, -3.864242, 8.185776, 0
0.280122, -3.926491, 8.090008, 0
0.316035, -3.840300, 8.219295, 0
0.330400, -3.902549, 8.202535, 0
0.258574, -3.948039, 8.164227, 0
0.289698, -4.012682, 8.298303, 0
0.330400, -3.964798, 8.257602, 0
0.253785, -3.900155, 8.173804, 0
0.311246, -3.895366, 8.164227, 0
0.251391, -3.866636, 8.147469, 0
0.270545, -3.926491, 8.281544, 0
0.284910, -3.902549, 8.183381, 0
0.275333, -3.912126, 8.212111, 0
0.306458, -3.974375, 8.185776, 0
0.215478, -3.924097, 8.255207, 0
0.256180, -3.945644, 8.180987, 0
0.320823, -3.967192, 8.283937, 0
0.277727, -3.986346, 8.173804, 0
0.299275, -3.881001, 8.216900, 0
0.318429, -3.912126, 8.188169, 0
0.280122, -3.931279, 8.121132, 0
0.373495, -3.938462, 8.097190, 0
0.244209, -3.983952, 8.123527, 0
0.323217, -3.883395, 8.164227, 0
0.287304, -3.919308, 8.231265, 0
0.316035, -3.933673, 8.214506, 0
0.289698, -3.983952, 8.197746, 0
0.275333, -3.962404, 8.152257, 0
0.287304, -3.912126, 8.135497, 0
0.282516, -3.919308, 8.123527, 0
0.246603, -3.921702, 8.123527, 0
0.325611, -3.955221, 8.178593, 0
0.313640, -3.976769, 8.152257, 0
0.280122, -3.967192, 8.149862, 0
0.268151, -3.960010, 8.123527, 0
0.292093, -3.955221, 8.183381, 0
0.287304, -4.022259, 8.090008, 0
0.280122, -3.895366, 8.152257, 0
0.260968, -3.921702, 8.176199, 0
0.258574, -4.043807, 8.257602, 0
0.320823, -3.976769, 8.099585, 0
0.275333, -3.933673, 8.188169, 0
0.304064, -3.964798, 8.214506, 0
0.248997, -3.948039, 8.192958, 0
0.294487, -3.869030, 8.195353, 0
0.292093, -3.976769, 8.101978, 0
0.289698, -3.981557, 8.212111, 0
0.284910, -3.914520, 8.219295, 0
0.268151, -3.943250, 8.154651, 0
0.256180, -3.885789, 8.190564, 0
0.265756, -3.998317, 8.202535, 0
0.296881, -3.914520, 8.200141, 0
0.256180, -3.921702, 8.255207, 0
0.328006, -3.876213, 8.224083, 0
0.299275, -3.895366, 8.212111, 0
0.292093, -3.924097, 8.173804, 0
0.371101, -3.919308, 8.228871, 0
0.239420, -3.881001, 8.164227, 0
0.260968, -3.955221, 8.171411, 0
0.253785, -3.871424, 8.104373, 0
0.294487, -3.897760, 8.219295, 0
0.342371, -3.928885, 8.078036, 0
0.306458, -3.998317, 8.169016, 0
0.323217, -3.943250, 8.212111, 0
0.277727, -3.921702, 8.221688, 0
0.299275, -3.888184, 8.101978, 0
0.296881, -3.936068, 8.173804, 0
0.256180, -3.986346, 8.212111, 0
0.277727, -3.952827, 8.121132, 0
0.282516, -3.943250, 8.166622, 0
0.253785, -3.924097, 8.248025, 0
0.268151, -3.971981, 8.169016, 0
0.337582, -3.960010, 8.161834, 0
0.232238, -3.957615, 8.161834, 0
0.325611, -4.024653, 8.070854, 0
0.229843, -3.921702, 8.202535, 0
0.296881, -3.885789, 8.133103, 0
0.263362, -3.974375, 8.231265, 0
0.268151, -3.943250, 8.169016, 0
0.320823, -3.955221, 8.180987, 0
0.325611, -3.952827, 8.173804, 0
0.277727, -3.928885, 8.123527, 0
0.294487, -3.938462, 8.252813, 0
0.289698, -3.892972, 8.173804, 0
0.282516, -3.921702, 8.142680, 0
0.311246, -3.955221, 8.097190, 0
0.366313, -3.931279, 8.152257, 0
0.296881, -3.936068, 8.056489, 0
0.270545, -3.852271, 8.250419, 0
0.270545, -3.957615, 8.214506, 0
0.265756, -3.964798, 8.154651, 0
0.270545, -4.029441, 8.221688, 0
0.318429, -3.904943, 8.236053, 0
0.299275, -3.878607, 8.209718, 0
0.256180, -3.909731, 8.157045, 0
0.280122, -3.933673, 8.185776, 0
0.313640, -3.964798, 8.204929, 0
0.246603, -3.964798, 8.219295, 0
0.256180, -3.998317, 8.276755, 0
0.284910, -3.938462, 8.219295, 0
0.260968, -3.907337, 8.178593, 0
0.289698, -3.938462, 8.166622, 0
0.251391, -3.902549, 8.224083, 0
0.311246, -3.960010, 8.197746, 0
0.308852, -3.914520, 8.233660, 0
0.308852, -3.962404, 8.185776, 0
0.323217, -3.955221, 8.140285, 0
0.282516, -3.962404, 8.228871, 0
0.277727, -3.907337, 8.169016, 0
0.277727, -3.950433, 8.276755, 0
0.275333, -3.928885, 8.216900, 0
0.299275, -4.017470, 8.166622, 0
0.251391, -3.924097, 8.159439, 0
0.275333, -3.907337, 8.185776, 0
0.272939, -3.912126, 8.224083, 0
0.229843, -3.919308, 8.283937, 0
0.275333, -3.928885, 8.185776, 0
0.260968, -3.938462, 8.202535, 0
0.292093, -3.979163, 8.216900, 0
0.268151, -3.938462, 8.140285, 0
0.330400, -3.876213, 8.152257, 0
0.251391, -3.928885, 8.135497, 0
0.361524, -3.943250, 8.255207, 0
0.294487, -3.936068, 8.152257, 0
0.275333, -3.955221, 8.149862, 0
0.282516, -3.926491, 8.173804, 0
0.304064, -3.912126, 8.245630, 0
0.308852, -3.900155, 8.171411, 0
0.277727, -3.926491, 8.195353, 0
0.308852, -3.948039, 8.216900, 0
0.289698, -3.952827, 8.200141, 0
0.280122, -4.027047, 8.133103, 0
0.265756, -3.938462, 8.123527, 0
0.270545, -4.015076, 8.149862, 0
0.292093, -3.919308, 8.209718, 0
0.284910, -3.914520, 8.226477, 0
0.318429, -3.928885, 8.142680, 0
0.263362, -3.964798, 8.185776, 0
0.294487, -3.914520, 8.173804, 0
0.287304, -3.967192, 8.264784, 0
0.335188, -3.909731, 8.197746, 0
0.311246, -3.933673, 8.315063, 0
0.304064, -3.957615, 8.204929, 0
0.277727, -3.900155, 8.066066, 0
0.301669, -3.897760, 8.128315, 0
0.205901, -3.895366, 8.245630, 0
0.227449, -3.940856, 8.252813, 0
0.304064, -3.971981, 8.169016, 0
0.222661, -3.926491, 8.250419, 0
0.251391, -3.924097, 8.173804, 0
0.241814, -3.902549, 8.243237, 0
0.284910, -3.948039, 8.250419, 0
0.280122, -3.974375, 8.190564, 0
0.289698, -3.952827, 8.142680, 0
0.277727, -3.909731, 8.135497, 0
0.275333, -3.964798, 8.216900, 0
